date,rainfall_mm,water_level_meters,flow_m3_s,temperature_celsius,do_mg_L,bod_mg_L,nitrate_mg_L,fecal_coliform_mpn_100ml
2022-10-27,4.61,73.01,1261.33,25.43,4.91,7.88,5.65,6281.0
2022-10-28,0.82,73.1,1274.6,25.14,5.95,5.47,5.85,5726.0
2022-10-29,1.03,72.93,1248.94,26.05,5.91,5.93,5.76,5036.0
2022-10-30,4.22,72.88,1241.09,25.01,5.43,6.91,5.78,4605.0
2022-10-31,3.22,72.87,1240.49,25.17,5.4,7.01,5.67,3925.0
2022-11-01,0.43,72.78,1227.12,25.2,5.88,6.56,5.45,4270.0
2022-11-02,2.01,72.66,1208.62,23.91,4.91,9.87,5.87,4445.0
2022-11-03,3.55,72.68,1212.2,24.32,4.89,10.47,5.83,4624.0
2022-11-04,0.82,72.63,1203.47,23.95,5.75,6.08,5.77,4256.0
2022-11-05,1.89,72.49,1183.44,23.91,5.72,7.09,6.11,4262.0
2022-11-06,2.94,72.48,1182.01,24.3,5.74,6.01,5.68,4271.0
2022-11-07,1.1,72.44,1174.95,23.4,5.72,6.82,5.16,4080.0
2022-11-08,1.43,72.3,1153.88,24.1,5.58,5.88,5.92,3045.0
2022-11-09,0.59,72.14,1130.26,23.63,5.79,6.37,5.96,2661.0
2022-11-10,3.15,72.02,1112.37,23.19,6.07,6.71,5.4,2883.0
2022-11-11,3.73,71.97,1105.3,22.91,6.0,5.96,5.83,3709.0
2022-11-12,1.15,72.03,1113.64,22.8,5.99,6.81,5.46,10587.0
2022-11-13,0.34,71.86,1089.14,22.62,5.62,7.0,5.67,9635.0
2022-11-14,0.2,71.77,1075.2,22.96,6.12,6.67,5.46,8332.0
2022-11-15,0.34,71.53,1039.29,22.93,5.82,6.65,5.13,7511.0
2022-11-16,2.3,71.44,1026.34,22.5,6.05,6.21,5.51,6753.0
2022-11-17,2.35,71.44,1025.65,22.86,6.14,6.08,5.25,6526.0
2022-11-18,1.39,71.33,1008.44,22.53,5.58,6.79,5.76,6196.0
2022-11-19,0.04,71.23,994.77,21.59,6.36,5.86,5.68,5957.0
2022-11-20,0.36,71.11,976.76,22.07,6.45,5.69,5.31,5728.0
2022-11-21,2.71,70.96,953.48,21.43,6.25,5.72,5.73,5497.0
2022-11-22,3.95,70.98,957.13,21.45,6.29,5.91,5.83,5752.0
2022-11-23,4.62,71.06,968.56,21.29,6.02,5.87,5.31,5521.0
2022-11-24,2.95,71.06,968.49,21.77,6.1,6.73,5.13,5876.0
2022-11-25,1.86,70.95,952.65,21.15,6.25,6.72,5.3,5813.0
2022-11-26,2.86,70.89,943.77,20.32,6.66,5.76,5.11,5628.0
2022-11-27,0.58,70.88,941.65,21.55,6.09,7.09,5.16,5569.0
2022-11-28,2.77,70.81,930.91,20.48,6.11,6.48,5.45,5328.0
2022-11-29,2.55,70.89,943.32,21.04,6.28,6.23,5.29,5439.0
2022-11-30,0.8,70.87,940.05,20.8,6.45,6.06,5.31,5751.0
2022-12-01,4.5,70.78,926.79,20.74,5.89,7.21,5.29,4875.0
2022-12-02,0.89,70.77,925.85,20.42,6.37,5.81,5.78,5007.0
2022-12-03,0.9,70.6,899.64,19.19,6.33,5.89,5.73,5125.0
2022-12-04,4.74,70.43,873.39,20.23,6.5,6.26,5.04,4736.0
2022-12-05,3.42,70.49,883.5,20.4,6.3,6.35,5.17,4648.0
2022-12-06,2.03,70.54,889.95,20.08,6.21,5.94,5.3,5098.0
2022-12-07,0.02,70.38,866.24,19.52,6.03,6.31,5.58,4680.0
2022-12-08,2.1,70.23,843.62,19.7,6.28,6.84,5.23,4514.0
2022-12-09,0.9,70.04,815.21,19.22,6.27,6.55,5.18,4244.0
2022-12-10,1.0,69.87,789.83,19.01,6.91,5.68,5.07,4721.0
2022-12-11,4.16,69.8,779.7,18.76,6.92,5.77,5.3,5086.0
2022-12-12,3.3,69.82,782.99,19.09,6.87,5.71,5.23,4843.0
2022-12-13,1.71,69.89,792.61,18.82,6.62,5.55,5.8,4596.0
2022-12-14,2.89,69.86,788.16,18.8,6.39,5.99,5.21,5013.0
2022-12-15,1.25,69.89,793.4,18.69,6.56,6.73,5.02,4726.0
2022-12-16,4.1,69.84,784.98,18.16,6.52,5.96,4.74,4083.0
2022-12-17,4.79,69.86,788.43,18.09,6.45,6.1,5.32,4059.0
2022-12-18,4.78,70.06,817.98,17.98,6.73,6.11,4.94,4467.0
2022-12-19,2.39,70.12,827.13,18.34,6.69,6.17,4.95,4661.0
2022-12-20,4.56,70.05,817.57,18.31,6.88,5.43,5.17,4590.0
2022-12-21,2.23,70.02,812.91,17.72,6.81,6.72,5.09,4067.0
2022-12-22,4.13,69.98,806.61,17.85,6.79,5.92,5.33,4337.0
2022-12-23,2.93,70.05,816.76,18.42,6.3,6.1,5.08,4004.0
2022-12-24,3.66,70.08,822.11,17.89,6.36,6.25,4.95,3705.0
2022-12-25,4.88,70.12,828.06,16.94,7.12,5.56,5.42,3975.0
2022-12-26,0.72,70.12,827.28,16.97,6.74,5.97,5.26,3289.0
2022-12-27,3.55,70.11,826.78,18.04,6.46,6.61,5.22,3734.0
2022-12-28,4.28,70.15,832.71,17.65,6.79,5.31,5.67,4186.0
2022-12-29,3.46,70.24,846.1,18.12,6.2,6.61,6.2,4266.0
2022-12-30,4.04,70.29,853.47,17.13,6.71,6.09,5.31,4468.0
2022-12-31,3.17,70.27,849.44,17.26,6.3,6.89,5.5,4560.0
2023-01-01,2.53,70.19,838.57,17.07,6.41,6.16,5.36,4671.0
2023-01-02,4.69,70.24,844.89,17.91,6.62,6.24,5.67,4343.0
2023-01-03,3.64,70.3,854.64,17.83,6.81,6.03,5.18,4090.0
2023-01-04,0.53,70.25,847.52,16.56,6.52,5.97,5.75,3355.0
2023-01-05,0.67,70.01,810.43,17.69,6.64,6.83,5.17,3337.0
2023-01-06,0.04,69.82,782.77,17.33,6.48,5.43,5.3,2723.0
2023-01-07,1.06,69.68,761.32,16.57,6.51,5.94,5.65,2706.0
2023-01-08,4.17,69.72,767.27,16.39,6.58,6.92,5.37,3300.0
2023-01-09,2.23,69.71,766.33,16.57,6.38,6.62,5.65,3115.0
2023-01-10,3.52,69.65,757.86,17.19,6.72,5.5,5.6,4131.0
2023-01-11,1.17,69.64,755.87,16.38,6.87,5.91,4.66,4072.0
2023-01-12,3.52,69.62,752.4,16.64,7.39,5.7,5.32,4588.0
2023-01-13,0.49,69.55,742.19,15.68,7.33,5.87,5.04,3488.0
2023-01-14,3.82,69.49,733.23,16.45,7.03,6.05,4.85,3120.0
2023-01-15,4.36,69.62,752.06,15.94,6.28,6.39,5.6,2806.0
2023-01-16,1.84,69.6,749.7,16.55,6.5,6.04,5.11,3286.0
2023-01-17,2.34,69.55,742.22,16.21,6.7,5.58,4.59,3693.0
2023-01-18,0.65,69.49,733.6,16.34,7.04,5.84,5.0,3141.0
2023-01-19,1.09,69.36,713.49,16.97,6.57,6.27,4.77,2886.0
2023-01-20,3.27,69.3,704.52,15.74,6.89,5.66,5.39,2264.0
2023-01-21,1.53,69.3,705.2,16.97,6.64,6.17,5.24,1545.0
2023-01-22,0.33,69.22,692.07,15.44,6.65,6.06,5.5,1436.0
2023-01-23,4.48,69.15,681.65,16.67,6.62,5.81,5.38,2495.0
2023-01-24,1.75,69.22,691.88,15.77,7.03,6.43,5.09,2426.0
2023-01-25,3.29,69.2,689.51,15.87,7.21,6.04,4.99,2324.0
2023-01-26,2.53,69.23,693.56,16.9,6.7,5.92,5.38,3109.0
2023-01-27,3.86,69.22,692.93,16.05,6.88,5.95,4.72,2780.0
2023-01-28,0.71,69.2,689.11,16.03,6.9,5.58,4.5,3234.0
2023-01-29,2.5,69.09,672.97,16.06,6.96,5.63,5.31,3185.0
2023-01-30,2.37,69.08,672.15,16.28,6.96,6.26,5.31,3322.0
2023-01-31,2.73,69.05,666.43,16.34,6.55,6.49,4.86,1918.0
2023-02-01,1.79,68.96,652.95,16.48,6.76,6.21,5.02,1803.0
2023-02-02,4.21,68.95,651.7,15.61,6.77,5.79,5.21,2412.0
2023-02-03,3.51,69.04,665.01,16.22,6.66,6.19,4.86,2755.0
2023-02-04,1.15,69.06,668.95,15.86,6.85,5.77,5.39,3148.0
2023-02-05,4.08,69.0,659.83,16.44,7.05,5.61,5.01,3754.0
2023-02-06,0.12,68.94,650.62,15.62,6.83,5.99,5.5,3188.0
2023-02-07,2.88,68.81,631.8,16.97,6.48,7.28,4.53,2789.0
2023-02-08,3.13,68.78,626.8,16.34,6.8,6.04,4.84,2587.0
2023-02-09,3.68,68.83,634.58,15.19,7.25,5.68,5.15,3002.0
2023-02-10,1.64,68.86,637.92,15.88,6.91,5.83,4.89,3199.0
2023-02-11,2.71,68.8,629.06,15.73,7.04,5.59,4.87,3272.0
2023-02-12,1.82,68.75,621.43,16.44,5.45,10.75,5.4,3458.0
2023-02-13,1.57,68.69,612.7,16.12,7.18,5.8,4.54,3452.0
2023-02-14,1.17,68.59,598.09,16.52,6.61,6.17,5.07,3079.0
2023-02-15,4.29,68.55,591.95,16.13,5.69,10.48,5.2,2964.0
2023-02-16,2.41,68.53,589.33,16.56,7.1,5.96,4.51,3028.0
2023-02-17,1.54,68.54,591.29,16.58,6.76,5.76,4.77,3444.0
2023-02-18,1.71,68.5,584.62,15.93,6.46,6.48,5.42,3495.0
2023-02-19,2.41,68.5,584.62,15.67,7.31,6.04,4.46,3522.0
2023-02-20,2.35,68.52,587.02,16.29,7.12,5.42,4.96,2863.0
2023-02-21,0.85,68.5,584.62,15.97,7.03,5.66,5.16,2728.0
2023-02-22,3.8,68.5,584.62,16.93,6.69,5.6,5.09,3102.0
2023-02-23,2.98,68.56,593.17,16.16,6.98,6.0,5.14,2341.0
2023-02-24,4.22,68.66,608.59,16.14,7.06,5.71,5.66,2659.0
2023-02-25,2.09,68.68,612.24,16.59,6.48,6.16,5.38,3353.0
2023-02-26,3.94,68.7,614.19,16.99,6.86,5.89,4.88,2438.0
2023-02-27,2.15,68.68,611.66,16.04,6.7,6.79,5.19,2676.0
2023-02-28,4.09,68.6,600.17,17.46,6.67,5.92,5.19,2967.0
2023-03-01,2.86,68.71,615.94,17.02,6.93,5.5,5.15,3422.0
2023-03-02,2.49,68.78,627.13,17.13,6.48,6.12,5.59,3740.0
2023-03-03,2.84,68.7,614.53,17.84,6.87,5.74,4.56,3817.0
2023-03-04,1.2,68.66,608.6,17.74,6.79,6.17,4.87,4514.0
2023-03-05,4.45,68.66,609.28,17.36,6.8,5.57,5.0,4478.0
2023-03-06,4.49,68.74,620.55,17.47,6.38,6.1,5.29,5195.0
2023-03-07,2.89,68.83,633.75,17.72,6.14,6.04,5.01,5418.0
2023-03-08,2.4,68.79,628.04,17.55,6.52,5.51,5.24,5428.0
2023-03-09,1.41,68.73,619.41,18.04,7.09,5.13,5.19,5020.0
2023-03-10,0.6,68.54,590.25,18.65,6.79,6.07,4.6,5255.0
2023-03-11,3.55,68.5,584.98,17.61,6.8,5.85,5.09,4986.0
2023-03-12,4.24,68.56,593.03,17.39,7.26,6.39,5.17,4664.0
2023-03-13,4.9,68.6,600.29,18.37,6.97,6.24,5.18,5708.0
2023-03-14,4.05,68.71,615.48,18.51,6.41,5.91,5.47,5911.0
2023-03-15,2.28,68.78,625.97,18.71,6.5,6.18,5.33,5276.0
2023-03-16,2.37,68.8,630.17,18.69,6.52,5.7,5.14,4672.0
2023-03-17,0.58,68.8,629.69,18.34,6.65,5.88,4.76,4172.0
2023-03-18,1.29,68.64,604.92,19.0,6.38,5.93,4.92,4087.0
2023-03-19,1.6,68.58,596.18,18.25,6.73,5.46,4.95,3728.0
2023-03-20,1.13,68.5,584.62,18.84,6.38,5.97,4.71,2782.0
2023-03-21,1.49,68.5,584.62,19.45,6.4,5.64,5.2,3217.0
2023-03-22,0.39,68.5,584.62,19.54,6.41,6.1,5.72,2858.0
2023-03-23,0.43,68.5,584.62,18.45,6.52,6.32,5.06,2635.0
2023-03-24,4.15,68.5,584.62,19.41,6.23,6.67,5.31,2877.0
2023-03-25,2.3,68.53,589.52,19.07,6.28,6.12,5.62,2811.0
2023-03-26,1.81,68.5,584.62,20.58,6.57,5.58,5.16,3266.0
2023-03-27,0.73,68.5,584.62,19.86,6.2,5.82,5.43,3224.0
2023-03-28,2.33,68.5,584.62,19.68,6.28,5.51,5.36,2761.0
2023-03-29,0.32,68.5,584.62,20.58,6.67,6.33,4.9,3204.0
2023-03-30,4.91,68.5,584.62,20.16,6.67,5.82,5.04,3394.0
2023-03-31,2.6,68.5,584.79,20.0,6.88,6.17,5.11,3201.0
2023-04-01,4.14,68.59,598.18,20.56,6.85,5.09,4.83,2930.0
2023-04-02,2.57,68.59,598.06,20.7,6.32,6.14,5.07,3132.0
2023-04-03,3.13,68.66,607.93,21.25,6.25,6.21,5.2,3633.0
2023-04-04,3.57,68.68,611.72,20.73,6.27,6.37,5.01,3602.0
2023-04-05,0.19,68.57,594.57,20.75,6.29,5.55,5.28,3666.0
2023-04-06,3.52,68.5,584.62,21.37,5.98,6.31,5.0,3111.0
2023-04-07,3.69,68.58,596.36,21.87,6.08,5.94,5.6,3522.0
2023-04-08,3.33,68.54,590.12,21.63,5.86,6.43,5.89,4001.0
2023-04-09,1.5,68.53,588.39,21.98,6.43,5.79,4.46,4061.0
2023-04-10,3.98,68.5,584.62,22.23,6.28,6.01,4.82,4464.0
2023-04-11,0.62,68.5,584.62,22.16,6.41,4.93,5.46,4058.0
2023-04-12,2.71,68.5,584.62,21.63,6.25,5.87,4.86,4408.0
2023-04-13,1.19,68.5,584.62,21.58,6.19,6.02,5.01,4221.0
2023-04-14,0.29,68.5,584.62,22.56,6.42,6.08,5.35,3972.0
2023-04-15,0.47,68.5,584.62,22.64,5.84,6.21,5.28,3635.0
2023-04-16,4.45,68.5,584.62,22.35,6.34,6.05,4.69,4208.0
2023-04-17,3.96,68.52,587.96,22.36,6.01,5.89,4.93,4462.0
2023-04-18,2.19,68.55,592.32,23.95,6.31,4.94,4.88,4536.0
2023-04-19,2.76,68.6,599.03,22.98,6.04,6.45,4.83,4277.0
2023-04-20,0.38,68.56,594.25,24.07,6.93,4.74,4.91,3676.0
2023-04-21,0.92,68.5,584.62,23.22,6.37,6.35,5.39,4001.0
2023-04-22,1.94,68.5,584.62,22.97,6.05,5.95,5.68,3631.0
2023-04-23,3.77,68.5,584.62,23.98,5.95,5.95,4.85,4116.0
2023-04-24,0.23,68.56,593.07,24.0,5.69,6.35,5.21,4616.0
2023-04-25,4.86,68.53,588.81,24.37,5.56,6.53,5.9,4284.0
2023-04-26,1.94,68.59,597.57,23.9,5.12,9.39,4.78,3700.0
2023-04-27,2.98,68.5,584.62,23.72,6.23,5.8,5.17,3268.0
2023-04-28,1.34,68.5,584.62,24.32,5.95,6.11,4.76,2931.0
2023-04-29,0.75,68.5,584.62,24.67,6.1,6.01,4.94,1845.0
2023-04-30,4.93,68.5,584.62,24.79,5.99,6.49,4.86,1915.0
2023-05-01,2.85,68.59,598.53,24.58,5.53,6.44,5.52,3034.0
2023-05-02,2.73,68.65,606.38,25.1,6.11,5.91,5.01,3176.0
2023-05-03,2.33,68.55,591.85,25.64,5.67,6.22,5.3,2923.0
2023-05-04,0.8,68.5,584.62,25.87,5.79,6.49,4.93,2259.0
2023-05-05,1.73,68.5,584.62,25.69,6.24,5.99,4.92,2201.0
2023-05-06,4.21,68.59,598.67,25.81,5.93,6.38,5.22,2527.0
2023-05-07,1.3,68.62,603.09,25.48,5.61,6.44,5.05,2827.0
2023-05-08,3.95,68.5,584.62,25.89,6.05,5.85,5.1,2757.0
2023-05-09,2.13,68.51,586.75,26.0,5.52,6.75,5.33,3451.0
2023-05-10,0.55,68.52,587.59,26.32,4.57,10.24,4.93,3408.0
2023-05-11,3.7,68.5,584.62,26.22,5.79,6.01,4.55,2781.0
2023-05-12,3.02,68.5,584.62,26.46,5.77,6.21,4.95,2583.0
2023-05-13,2.05,68.5,584.62,27.17,5.91,5.38,5.18,2291.0
2023-05-14,0.17,68.5,584.62,26.99,5.04,6.95,5.45,2182.0
2023-05-15,1.82,68.5,584.62,27.52,5.67,6.09,4.35,1469.0
2023-05-16,0.04,68.5,584.62,27.28,6.14,5.65,4.47,2427.0
2023-05-17,0.88,68.5,584.62,27.41,6.0,5.32,5.07,2705.0
2023-05-18,3.11,68.5,585.16,27.74,4.22,10.78,5.31,2876.0
2023-05-19,2.84,68.5,584.62,27.21,5.73,6.11,4.73,2955.0
2023-05-20,1.47,68.52,587.63,27.54,5.38,6.24,5.21,2872.0
2023-05-21,3.56,68.5,584.62,27.96,5.44,5.63,5.3,3955.0
2023-05-22,0.5,68.5,584.62,28.56,5.8,6.0,4.51,3727.0
2023-05-23,2.87,68.5,584.62,28.17,4.63,9.11,5.07,3724.0
2023-05-24,1.17,68.5,584.62,28.34,5.45,6.45,4.97,4033.0
2023-05-25,3.91,68.5,584.62,29.57,5.57,6.26,4.67,4256.0
2023-05-26,2.89,68.54,590.85,29.27,5.27,6.11,5.37,4234.0
2023-05-27,0.2,68.5,584.62,28.03,4.44,10.24,4.95,3662.0
2023-05-28,0.79,68.5,584.62,29.21,5.37,5.97,5.02,3402.0
2023-05-29,2.96,68.5,584.62,29.34,5.41,5.86,4.72,2409.0
2023-05-30,0.13,68.5,584.62,29.23,5.92,5.36,5.44,2714.0
2023-05-31,1.75,68.5,584.62,29.61,5.5,5.08,4.8,2641.0
2023-06-01,32.05,69.03,663.76,28.84,5.54,5.99,5.51,5410.0
2023-06-02,30.17,70.68,912.37,29.0,5.26,6.0,5.5,8757.0
2023-06-03,13.12,71.97,1105.74,29.74,5.31,6.63,5.55,11380.0
2023-06-04,22.83,72.68,1212.07,30.27,5.38,6.43,5.42,12918.0
2023-06-05,25.23,73.83,1384.35,30.39,4.8,7.18,6.28,15070.0
2023-06-06,24.67,74.0,1409.62,30.35,5.41,6.31,5.97,17114.0
2023-06-07,15.1,74.0,1409.62,30.09,5.3,6.88,5.86,18279.0
2023-06-08,20.0,74.0,1409.62,30.45,5.15,6.71,6.13,19136.0
2023-06-09,4.29,74.0,1409.62,30.84,5.12,6.51,5.78,18646.0
2023-06-10,22.18,74.0,1409.62,30.71,5.14,6.73,5.7,18639.0
2023-06-11,6.93,74.0,1409.62,30.89,4.88,6.68,5.63,18343.0
2023-06-12,5.11,74.0,1409.62,30.77,4.73,7.14,6.64,17551.0
2023-06-13,11.42,74.0,1409.62,31.01,4.64,6.96,5.74,16881.0
2023-06-14,12.06,74.0,1409.62,30.74,4.92,6.48,5.96,17076.0
2023-06-15,13.91,74.0,1409.62,31.64,5.02,6.28,6.03,17080.0
2023-06-16,17.88,74.0,1409.62,31.1,5.33,6.53,5.71,19024.0
2023-06-17,22.54,74.0,1409.62,31.28,5.15,5.88,5.66,19745.0
2023-06-18,1.65,74.0,1409.62,31.29,4.71,6.7,6.21,19395.0
2023-06-19,35.18,74.0,1409.62,31.41,4.87,7.38,5.68,20928.0
2023-06-20,36.12,74.0,1409.62,32.07,4.7,6.68,6.14,24030.0
2023-06-21,3.5,74.0,1409.62,32.61,4.96,6.96,5.79,24333.0
2023-06-22,18.85,74.0,1409.62,32.11,4.71,7.18,5.69,24430.0
2023-06-23,12.21,74.0,1409.62,31.82,4.66,6.45,5.81,23821.0
2023-06-24,23.3,74.0,1409.62,32.03,4.88,6.87,5.96,24518.0
2023-06-25,4.42,74.0,1409.62,32.14,5.23,6.54,5.24,23528.0
2023-06-26,34.0,74.0,1409.62,32.14,4.52,6.94,6.36,24396.0
2023-06-27,22.53,74.0,1409.62,32.67,5.08,6.73,5.46,25000.0
2023-06-28,7.3,74.0,1409.62,32.24,4.69,6.72,5.99,24933.0
2023-06-29,17.05,74.0,1409.62,33.0,4.73,7.0,6.21,24019.0
2023-06-30,3.85,74.0,1409.62,32.25,5.16,6.63,5.68,22951.0
2023-07-01,18.29,74.0,1409.62,32.7,4.81,6.12,5.97,22219.0
2023-07-02,13.26,74.0,1409.62,32.61,4.71,7.07,5.96,21806.0
2023-07-03,3.33,74.0,1409.62,32.95,4.85,6.33,5.98,20597.0
2023-07-04,8.12,74.0,1409.62,32.75,4.89,5.77,5.64,19610.0
2023-07-05,19.61,74.0,1409.62,33.0,5.48,6.28,5.99,20101.0
2023-07-06,5.95,74.0,1409.62,33.0,4.95,6.37,6.22,19729.0
2023-07-07,4.07,74.0,1409.62,33.0,5.04,6.45,6.1,18607.0
2023-07-08,5.47,74.0,1409.62,33.0,4.71,6.11,5.79,17614.0
2023-07-09,18.03,74.0,1409.62,33.0,4.56,6.65,6.23,18064.0
2023-07-10,1.39,74.0,1409.62,33.0,4.62,6.83,5.69,17450.0
2023-07-11,28.66,74.0,1409.62,33.0,4.43,7.19,5.91,18262.0
2023-07-12,33.15,74.0,1409.62,33.0,4.43,6.75,6.38,21066.0
2023-07-13,4.48,74.0,1409.62,32.76,5.27,5.93,5.76,21672.0
2023-07-14,3.72,74.0,1409.62,33.0,4.83,6.61,6.09,20034.0
2023-07-15,18.89,74.0,1409.62,33.0,4.67,6.88,6.05,19339.0
2023-07-16,9.25,74.0,1409.62,33.0,4.95,6.41,5.6,19633.0
2023-07-17,25.52,74.0,1409.62,33.0,4.75,6.98,5.88,20734.0
2023-07-18,21.15,74.0,1409.62,33.0,4.83,6.99,5.54,22048.0
2023-07-19,17.74,74.0,1409.62,33.0,4.66,6.84,6.3,23026.0
2023-07-20,13.42,74.0,1409.62,33.0,3.78,11.05,6.37,23179.0
2023-07-21,5.71,74.0,1409.62,33.0,4.64,6.02,6.0,22210.0
2023-07-22,3.64,74.0,1409.62,33.0,4.81,6.63,5.94,20497.0
2023-07-23,5.61,74.0,1409.62,33.0,4.82,6.99,5.65,18679.0
2023-07-24,4.96,74.0,1409.62,33.0,4.6,6.89,5.75,17122.0
2023-07-25,40.13,74.0,1409.62,33.0,4.56,7.06,5.47,19434.0
2023-07-26,9.16,74.0,1409.62,33.0,5.26,6.42,6.1,20685.0
2023-07-27,15.66,74.0,1409.62,33.0,5.0,5.85,6.07,20322.0
2023-07-28,16.65,74.0,1409.62,33.0,3.5,10.5,5.68,21000.0
2023-07-29,18.42,74.0,1409.62,33.0,4.86,6.34,6.37,21058.0
2023-07-30,29.53,74.0,1409.62,33.0,5.15,5.83,5.76,22915.0
2023-07-31,3.09,74.0,1409.62,33.0,4.65,6.73,5.64,23156.0
2023-08-01,36.8,74.0,1409.62,33.0,4.87,6.86,5.96,24018.0
2023-08-02,1.75,74.0,1409.62,33.0,5.29,5.99,6.0,23598.0
2023-08-03,3.68,74.0,1409.62,33.0,4.92,6.33,5.92,21174.0
2023-08-04,14.68,74.0,1409.62,33.0,4.61,6.78,6.27,19854.0
2023-08-05,18.97,74.0,1409.62,33.0,4.52,7.5,5.58,20960.0
2023-08-06,20.53,74.0,1409.62,33.0,4.33,7.29,6.11,22132.0
2023-08-07,41.95,74.0,1409.62,33.0,4.57,6.85,6.2,25000.0
2023-08-08,14.84,74.0,1409.62,33.0,4.59,7.66,5.9,25000.0
2023-08-09,2.38,74.0,1409.62,33.0,4.79,6.52,5.77,25000.0
2023-08-10,34.77,74.0,1409.62,33.0,4.81,6.4,6.01,25000.0
2023-08-11,19.37,74.0,1409.62,33.0,4.4,7.41,5.93,25000.0
2023-08-12,1.85,74.0,1409.62,33.0,4.83,6.65,6.15,25000.0
2023-08-13,22.07,74.0,1409.62,33.0,4.72,6.36,5.93,24926.0
2023-08-14,4.61,74.0,1409.62,33.0,5.11,6.11,5.84,24064.0
2023-08-15,0.2,74.0,1409.62,33.0,4.71,6.6,6.31,21781.0
2023-08-16,4.03,73.94,1400.12,33.0,5.08,6.29,5.98,20390.0
2023-08-17,19.68,74.0,1409.62,33.0,4.68,6.88,5.55,20711.0
2023-08-18,9.02,74.0,1409.62,33.0,5.21,6.98,5.73,20446.0
2023-08-19,4.41,74.0,1409.62,33.0,4.73,6.57,6.25,23703.0
2023-08-20,40.1,74.0,1409.62,33.0,4.85,6.76,6.26,25000.0
2023-08-21,4.81,74.0,1409.62,33.0,4.8,6.77,5.99,25000.0
2023-08-22,34.26,74.0,1409.62,33.0,4.59,6.85,5.98,25000.0
2023-08-23,20.55,74.0,1409.62,32.96,4.54,6.73,5.75,25000.0
2023-08-24,6.44,74.0,1409.62,33.0,4.96,6.82,5.74,25000.0
2023-08-25,33.66,74.0,1409.62,33.0,4.73,6.25,5.92,25000.0
2023-08-26,2.08,74.0,1409.62,32.9,5.0,6.93,5.86,25000.0
2023-08-27,9.06,74.0,1409.62,32.88,4.46,6.72,5.5,25000.0
2023-08-28,5.42,74.0,1409.62,33.0,5.04,6.29,5.4,24212.0
2023-08-29,33.59,74.0,1409.62,32.3,5.04,5.92,5.32,25000.0
2023-08-30,4.93,74.0,1409.62,33.0,5.1,7.01,5.69,25000.0
2023-08-31,42.49,74.0,1409.62,32.32,4.63,6.37,5.95,25000.0
2023-09-01,32.61,74.0,1409.62,32.52,4.94,6.88,5.85,25000.0
2023-09-02,3.63,74.0,1409.62,32.4,4.64,6.94,5.93,25000.0
2023-09-03,23.94,74.0,1409.62,32.93,5.0,6.23,5.57,25000.0
2023-09-04,19.56,74.0,1409.62,32.68,4.87,6.76,5.87,25000.0
2023-09-05,17.96,74.0,1409.62,31.8,4.66,6.97,5.8,25000.0
2023-09-06,4.97,74.0,1409.62,31.79,5.69,5.82,5.4,25000.0
2023-09-07,3.0,74.0,1409.62,31.97,3.77,10.24,5.85,25000.0
2023-09-08,3.37,74.0,1409.62,32.32,5.31,5.82,6.0,23752.0
2023-09-09,2.41,74.0,1409.62,31.91,4.58,7.37,5.69,21507.0
2023-09-10,15.05,74.0,1409.62,31.4,4.92,6.75,5.8,21567.0
2023-09-11,40.17,74.0,1409.62,31.46,4.83,7.09,6.04,24489.0
2023-09-12,20.77,74.0,1409.62,31.85,4.78,6.95,6.28,25000.0
2023-09-13,37.65,74.0,1409.62,31.19,5.29,6.15,5.87,25000.0
2023-09-14,12.12,74.0,1409.62,31.68,4.79,7.3,5.67,25000.0
2023-09-15,16.58,74.0,1409.62,31.33,4.66,6.19,5.61,25000.0
2023-09-16,0.36,74.0,1409.62,31.22,4.93,6.44,6.08,25000.0
2023-09-17,40.27,74.0,1409.62,30.97,5.1,6.75,6.19,25000.0
2023-09-18,4.9,74.0,1409.62,30.72,4.93,6.15,5.71,25000.0
2023-09-19,20.18,74.0,1409.62,30.52,5.22,6.79,5.98,25000.0
2023-09-20,4.17,74.0,1409.62,30.6,5.32,6.63,5.93,25000.0
2023-09-21,4.68,74.0,1409.62,30.76,4.92,6.1,6.33,23198.0
2023-09-22,39.44,74.0,1409.62,30.59,5.63,5.99,5.44,25000.0
2023-09-23,0.12,74.0,1409.62,30.6,5.06,6.72,5.22,23755.0
2023-09-24,37.84,74.0,1409.62,30.26,5.41,6.43,5.9,25000.0
2023-09-25,31.39,74.0,1409.62,29.68,4.93,7.44,5.62,25000.0
2023-09-26,0.66,74.0,1409.62,30.73,5.33,6.58,5.91,25000.0
2023-09-27,20.28,74.0,1409.62,29.41,5.07,7.02,6.28,25000.0
2023-09-28,2.86,74.0,1409.62,29.53,5.18,6.48,6.06,25000.0
2023-09-29,7.33,73.97,1404.43,29.45,5.22,6.83,5.69,23193.0
2023-09-30,8.15,74.0,1409.62,29.66,5.2,6.58,6.07,22124.0
2023-10-01,3.36,74.0,1409.62,29.87,5.21,6.38,5.71,20774.0
2023-10-02,2.14,73.91,1396.76,28.92,5.43,6.69,5.97,19220.0
2023-10-03,2.07,73.81,1380.59,29.52,5.39,6.62,5.92,17831.0
2023-10-04,2.5,73.82,1382.01,28.79,4.94,7.37,5.65,16774.0
2023-10-05,3.6,73.8,1379.09,28.7,5.25,6.11,5.73,15171.0
